Height,Weight,Age,Gender,Activity,Diet,Health Goal,Breakfast,B_Calories,B_Carbs,B_Protein,B_Fats,Lunch,L_Calories,L_Carbs,L_Protein,L_Fats,Dinner,D_Calories,D_Carbs,D_Protein,D_Fats
153,78,49,Female,Lightly Active,Non-Vegetarian,Weight Loss,Egg Curry & Chapati + Papaya,350,50,18,7,Tandoori Chicken & Whole Wheat Roti + Cucumber Salad,700,100,40,22,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
172,68,50,Female,Moderately Active,Vegetarian,Maintain,Methi Thepla & Yogurt + Guava,340,58,14,7,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
181,66,35,Male,Lightly Active,Non-Vegetarian,Weight Loss,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Chicken Curry & Lemon Rice + Spinach Stir Fry,650,96,35,18
167,100,33,Male,Very Active,Non-Vegetarian,Weight Loss,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Mutton Rogan Josh & Jeera Rice + Spinach Stir Fry,750,98,42,24,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
175,63,37,Female,Moderately Active,Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
164,54,55,Male,Very Active,Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
160,85,58,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Prawn Sukka & Coconut Rice + Tomato Soup,640,92,34,18,Chicken Curry & Lemon Rice + Spinach Stir Fry,650,96,35,18
165,60,54,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
162,60,22,Female,Sedentary,Vegetarian,Weight Loss,Methi Thepla & Yogurt + Guava,340,58,14,7,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
187,70,46,Male,Sedentary,Vegetarian,Weight Loss,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
190,73,53,Female,Lightly Active,Vegetarian,Maintain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
181,97,43,Female,Lightly Active,Vegetarian,Maintain,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
171,86,43,Female,Sedentary,Vegetarian,Maintain,Barnyard Millet Upma & Coconut Chutney + Dates,300,54,8,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
151,75,42,Female,Moderately Active,Non-Vegetarian,Weight Loss,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Mutton Pepper Fry & Chapati + Tomato Soup,710,98,40,22
165,64,51,Male,Moderately Active,Non-Vegetarian,Maintain,Prawn Masala & Ragi Idli + Guava,350,55,22,9,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
181,85,21,Female,Very Active,Vegetarian,Weight Loss,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Peerkangai (Ridge Gourd) Kootu & Red Rice + Banana,520,82,18,10,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
162,75,48,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
165,52,44,Male,Very Active,Non-Vegetarian,Weight Loss,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
181,81,38,Male,Moderately Active,Non-Vegetarian,Maintain,Rava Idli & Coriander Chutney + Fig,330,58,10,6,Rajma Curry & Brown Rice + Mango,540,82,20,12,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
152,79,60,Female,Sedentary,Vegetarian,Muscle Gain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Rajma Masala & Bajra Roti + Curd,500,82,23,13
183,85,50,Female,Sedentary,Non-Vegetarian,Maintain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Grilled Fish & Steamed Rice + Tomato Salad,620,84,28,15,Egg Omelette & Steamed Rice + Beetroot Salad,600,90,30,16
186,71,40,Female,Moderately Active,Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
162,76,22,Male,Sedentary,Vegetarian,Muscle Gain,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
150,69,23,Male,Lightly Active,Non-Vegetarian,Maintain,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Egg Biryani & Onion Raita + Curd,610,90,32,16,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
180,83,48,Female,Very Active,Vegetarian,Muscle Gain,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
175,96,52,Female,Moderately Active,Non-Vegetarian,Weight Loss,Vegetable Semiya & Peanut Chutney + Mango,300,54,8,5,Mutton Rogan Josh & Jeera Rice + Spinach Stir Fry,750,98,42,24,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
185,61,46,Female,Lightly Active,Vegetarian,Weight Loss,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Jackfruit Curry & Quinoa + Buttermilk,530,85,19,11,Tomato Rasam & Quinoa + Buttermilk,470,70,20,8
172,56,26,Male,Moderately Active,Vegetarian,Maintain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
165,88,20,Male,Moderately Active,Vegetarian,Weight Loss,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Sweet Corn Masala & Brown Rice + Cucumber Raita,520,80,17,9,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
157,92,18,Male,Moderately Active,Non-Vegetarian,Maintain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Chickpea Sundal & Lemon Rice + Sprouted Moong Salad,510,80,16,9,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
186,70,23,Female,Very Active,Non-Vegetarian,Maintain,Idli & Sambar + Banana,280,50,10,2,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Carrot & Capsicum Stir Fry & Millet Roti + Watermelon,450,74,18,9
188,52,50,Male,Very Active,Non-Vegetarian,Maintain,Carrot & Beetroot Chapati + Yogurt,340,58,15,7,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Grilled Fish & Jeera Rice + Curd,630,92,34,18
181,77,20,Male,Very Active,Vegetarian,Maintain,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
176,93,58,Female,Lightly Active,Vegetarian,Weight Loss,Multi-Grain Adai & Coconut Chutney + Mango,310,53,13,5,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
182,55,60,Female,Moderately Active,Vegetarian,Maintain,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
155,94,39,Male,Lightly Active,Vegetarian,Muscle Gain,Dosa & Coconut Chutney + Orange,320,55,8,5,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Curd Rice & Pomegranate + Almonds,450,74,17,10
188,67,19,Female,Sedentary,Vegetarian,Weight Loss,Idli & Sambar + Banana,280,50,10,2,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Brinjal Gothsu & Millets + Apple,470,70,20,8
185,62,29,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Idli & Sambar + Banana,280,50,10,2,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
172,50,59,Female,Moderately Active,Non-Vegetarian,Weight Loss,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
161,89,56,Female,Lightly Active,Vegetarian,Muscle Gain,Pesarattu (Green Gram Dosa) & Tomato Chutney + Guava,290,50,11,4,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
174,77,32,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Red Rice Idiyappam & Coconut Milk + Apple,320,54,9,5,Paneer Butter Masala & Jeera Rice + Curd,600,86,25,15,Paneer Bhurji & Whole Wheat Roti + Fig,520,85,25,12
159,85,47,Male,Moderately Active,Non-Vegetarian,Maintain,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Spinach Dal & Jowar Roti + Mango,520,80,18,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
181,50,37,Male,Moderately Active,Non-Vegetarian,Maintain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
175,93,46,Male,Sedentary,Vegetarian,Weight Loss,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Sweet Corn Kurma & Jeera Rice + Kiwi,480,78,21,11
172,96,53,Male,Sedentary,Vegetarian,Maintain,Kanchipuram Idli & Garlic Chutney + Pomegranate,340,55,10,7,Pumpkin Curry & Steamed Rice + Guava,530,85,19,11,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
172,86,30,Male,Sedentary,Non-Vegetarian,Muscle Gain,Egg Keema Paratha & Tomato Chutney + Orange,380,58,22,10,Fish Curry & Red Rice + Beetroot Salad,620,85,30,15,Pumpkin Rasam & Quinoa + Pomegranate,470,70,20,8
176,57,24,Female,Moderately Active,Non-Vegetarian,Weight Loss,Mutton Kheema Dosa & Onion Chutney + Dates,380,56,23,10,Coconut Dal & Ragi Roti + Dates,530,82,18,10,Chicken Curry & Lemon Rice + Spinach Stir Fry,650,96,35,18
159,52,49,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Kozhi Varuval (Chicken Fry) & Ragi Roti + Cucumber Salad,670,95,38,20
150,80,19,Male,Very Active,Non-Vegetarian,Maintain,Fish Tawa Fry & Red Rice Idiyappam + Banana,360,53,21,8,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
169,77,20,Male,Very Active,Vegetarian,Muscle Gain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
155,83,58,Female,Very Active,Non-Vegetarian,Weight Loss,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Grilled Fish & Jeera Rice + Curd,630,92,34,18
183,67,45,Female,Moderately Active,Non-Vegetarian,Maintain,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Green Gram Sundal & Chapati + Banana,460,75,19,9
158,76,29,Male,Very Active,Non-Vegetarian,Maintain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Chicken Chettinad & Chapati + Spinach Salad,680,90,35,18,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
189,92,33,Female,Moderately Active,Non-Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Chicken Sukka & Chapati + Tomato Soup,680,92,34,18,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
186,53,19,Male,Very Active,Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
186,55,46,Male,Lightly Active,Non-Vegetarian,Muscle Gain,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Prawn Masala & Brown Rice + Carrot Raita,640,88,28,16,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
163,55,38,Male,Lightly Active,Vegetarian,Weight Loss,Red Rice Idli & Green Chutney + Fig,320,54,11,6,Lemon Rice & Papad + Sprout Salad,500,80,15,10,Brinjal Gothsu & Millets + Apple,470,70,20,8
168,67,26,Female,Lightly Active,Vegetarian,Muscle Gain,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
179,92,23,Male,Lightly Active,Vegetarian,Maintain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
186,98,29,Male,Sedentary,Non-Vegetarian,Muscle Gain,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Palak Paneer & Chapati + Guava,490,80,22,12
190,91,26,Male,Moderately Active,Non-Vegetarian,Maintain,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Methi Dal & Jeera Rice + Buttermilk,450,74,18,9
175,70,49,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Ragi Idli & Avocado Chutney + Papaya,310,52,11,5,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Chapati & Dal Fry + Cucumber Raita,430,72,18,9
185,63,60,Male,Very Active,Vegetarian,Muscle Gain,Ragi Porridge & Almonds + Orange,280,50,10,4,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Masoor Dal Khichdi & Curd + Dates,450,74,19,9
165,90,29,Male,Very Active,Vegetarian,Maintain,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Rajma Sundal & Coconut Rice + Muskmelon,540,87,20,12,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
174,68,57,Female,Very Active,Vegetarian,Maintain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Kootu Curry & Red Rice + Pomegranate,530,82,18,10,Vegetable Kurma & Bajra Roti + Buttermilk,460,75,22,10
152,87,45,Female,Very Active,Vegetarian,Weight Loss,Soya Dosa & Mint Chutney + Papaya,350,60,15,8,Keerai Masiyal & Jowar Roti + Apple,520,84,19,11,Rajma Masala & Bajra Roti + Curd,500,82,23,13
177,59,35,Female,Lightly Active,Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Mixed Vegetable Sagu & Chapati + Kiwi,500,75,16,8,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
154,51,46,Male,Sedentary,Vegetarian,Weight Loss,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Rajma Masala & Bajra Roti + Curd,500,82,23,13
163,83,32,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Pumpkin Paratha & Coriander Chutney + Pomegranate,330,57,12,6,Rajma Curry & Brown Rice + Mango,540,82,20,12,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
168,82,56,Female,Moderately Active,Vegetarian,Muscle Gain,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Palak Paneer & Jeera Rice + Papaya,540,85,21,11,Curd Rice & Pomegranate + Almonds,450,74,17,10
176,88,44,Male,Sedentary,Vegetarian,Muscle Gain,Wheat Rava Upma & Boiled Almonds + Muskmelon,330,55,14,7,Brinjal Kootu & Red Rice + Curd,540,85,20,11,Green Gram Sundal & Chapati + Banana,460,75,19,9
180,50,48,Female,Very Active,Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Paneer Bhurji & Whole Wheat Roti + Mango,540,88,21,12,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
155,80,50,Male,Very Active,Non-Vegetarian,Weight Loss,Beetroot Dosa & Peanut Chutney + Pineapple,340,56,14,7,Ragi Mudde & Keerai Kootu + Orange,520,82,22,11,Vazhaipoo (Banana Flower) Usili & Jeera Rice + Mango,470,76,20,10
161,99,27,Female,Very Active,Vegetarian,Maintain,Kambu (Bajra) Dosa & Mint Chutney + Pineapple,320,55,9,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Tomato Kurma & Whole Wheat Roti + Carrot Raita,460,75,18,9
181,85,46,Male,Very Active,Vegetarian,Maintain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
178,54,39,Male,Moderately Active,Vegetarian,Weight Loss,Millet Pongal & Peanut Chutney + Guava,330,58,12,6,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
154,99,34,Female,Moderately Active,Vegetarian,Weight Loss,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Beetroot Poriyal & Millet Rice + Curd,510,78,17,9,Channa Dal Curry & Jowar Roti + Pomegranate,470,78,20,10
161,99,50,Male,Very Active,Vegetarian,Maintain,Idli & Sambar + Banana,280,50,10,2,Mixed Veg Kurma & Bajra Roti + Cucumber Raita,520,85,17,11,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
166,61,26,Male,Sedentary,Vegetarian,Muscle Gain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Rajma Curry & Brown Rice + Mango,540,82,20,12,Rajma Masala & Bajra Roti + Mango,490,80,21,11
163,69,49,Female,Moderately Active,Non-Vegetarian,Muscle Gain,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Green Peas Masala & Jeera Rice + Cucumber Salad,520,82,17,10,Prawn Masala & Red Rice + Guava,640,92,34,18
181,70,53,Female,Lightly Active,Vegetarian,Maintain,Upma & Sprouts Salad + Pomegranate,295,48,10,4,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Mixed Sprouts Stir Fry & Jowar Roti + Guava,460,72,21,10
163,58,48,Female,Lightly Active,Non-Vegetarian,Muscle Gain,Vermicelli Upma & Sprout Salad + Papaya,295,47,11,4,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
159,92,52,Male,Moderately Active,Vegetarian,Muscle Gain,Vegetable Ragi Idiyappam & Coconut Milk + Banana,320,52,10,5,Vegetable Biryani & Raita + Guava,580,88,20,14,Brinjal Rasavangi & Red Rice + Cucumber Salad,480,78,21,11
154,90,25,Female,Very Active,Non-Vegetarian,Muscle Gain,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Sambar Rice & Curd + Cucumber Salad,550,85,18,12,Spinach & Lentil Soup + Whole Wheat Bread,460,75,22,9
163,98,45,Male,Sedentary,Non-Vegetarian,Weight Loss,Keerai Adai & Coconut Chutney + Watermelon,340,57,14,7,Mutton Kurma & Ghee Rice + Spinach Stir Fry,720,96,40,22,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
183,79,51,Female,Very Active,Non-Vegetarian,Weight Loss,Chicken Omelette & Millet Roti + Pineapple,360,54,20,9,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Egg Podimas & Jeera Rice + Spinach Salad,550,80,28,14
188,54,39,Male,Moderately Active,Vegetarian,Muscle Gain,Millet Pongal & Tomato Chutney + Kiwi,310,50,12,5,Carrot Kurma & Whole Wheat Roti + Almonds,510,80,18,9,Tofu Bhurji & Whole Wheat Roti + Banana,480,76,23,11
167,68,37,Female,Moderately Active,Vegetarian,Muscle Gain,Aval (Flattened Rice) Upma & Boiled Peanuts + Watermelon,310,55,9,5,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
183,73,44,Male,Very Active,Non-Vegetarian,Weight Loss,Sprouted Moong Dal Dosa & Tomato Chutney + Guava,330,55,14,6,Chicken Curry & Steamed Rice + Guava,650,96,35,18,Mixed Sprouts Poriyal & Coconut Rice + Papaya,480,79,21,11
161,57,22,Female,Very Active,Non-Vegetarian,Maintain,Kuzhi Paniyaram & Green Chutney + Whole Eggs,320,52,9,5,Sprouted Moong Dal Salad & Lemon Rice + Guava,500,75,16,8,Egg Omelette & Steamed Rice + Beetroot Salad,600,90,30,16
190,53,22,Female,Sedentary,Vegetarian,Maintain,Jackfruit Idli & Peanut Chutney + Muskmelon,320,53,12,6,Zucchini Sabzi & Bajra Roti + Almonds,520,80,17,10,Moong Dal Kootu & Red Rice + Muskmelon,470,76,20,10
168,55,28,Female,Sedentary,Non-Vegetarian,Maintain,Chicken Stuffed Dosa & Mint Chutney + Mango,370,55,20,9,Egg Masala & Ghee Rice + Carrot Raita,610,90,26,16,Chicken Stew & Appam + Cabbage Poriyal,610,85,35,16
174,70,37,Female,Very Active,Non-Vegetarian,Weight Loss,Chicken Keema Dosa & Mint Chutney + Kiwi,360,50,18,8,Pumpkin Kootu & Chapati + Banana,500,75,16,8,Ragi Roti & Keerai Masiyal + Dates,460,70,18,9
150,65,27,Female,Very Active,Vegetarian,Muscle Gain,Thinai (Foxtail Millet) Idli & Tomato Chutney + Dates,330,55,12,6,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
190,87,49,Female,Moderately Active,Vegetarian,Muscle Gain,Methi Paratha & Curd + Banana,350,60,11,8,Beans Poriyal & Chapati + Mango Raita,500,78,17,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
189,100,21,Female,Sedentary,Vegetarian,Muscle Gain,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Palak Paneer & Chapati + Guava,490,80,22,12
188,69,45,Female,Very Active,Non-Vegetarian,Weight Loss,Flaxseed Adai & Tomato Chutney + Banana,310,52,11,5,Mutton Curry & Red Rice + Beetroot Salad,720,95,38,20,Beetroot Poriyal & Chapati + Almonds,480,78,19,10
189,64,54,Female,Moderately Active,Vegetarian,Muscle Gain,Oats Pongal & Vegetable Stir Fry + Papaya,310,50,12,5,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Kothu Parotta (Veg) & Coconut Chutney + Almonds,520,85,24,15
170,88,24,Female,Very Active,Non-Vegetarian,Muscle Gain,Rava Upma & Mixed Veg Salad + Orange,320,56,12,6,Rajma Sundal & Coconut Rice + Carrot Raita,540,87,20,12,Prawn Masala & Red Rice + Guava,640,92,34,18
189,86,58,Male,Sedentary,Vegetarian,Weight Loss,Barnyard Millet Pongal & Peanut Chutney + Pomegranate,310,54,13,5,Cabbage Thoran & Rice + Pineapple,530,85,18,10,Zucchini Thoran & Brown Rice + Dates,460,74,19,8
187,56,51,Male,Sedentary,Non-Vegetarian,Weight Loss,Egg Podimas & Whole Wheat Bread + Apple,340,50,18,7,Tinda Masala & Red Rice + Pineapple,530,85,18,10,Cabbage Stir Fry & Bajra Roti + Orange,440,70,19,8
169,66,60,Female,Very Active,Vegetarian,Weight Loss,Pesarattu & Ginger Chutney + Muskmelon,300,50,12,5,Vegetable Kurma & Coconut Rice + Boiled Sweet Potato,550,88,18,13,Rajma Masala & Bajra Roti + Mango,490,80,21,11
161,81,41,Male,Lightly Active,Non-Vegetarian,Weight Loss,Quinoa Uttapam & Mint Chutney + Apple,320,55,13,6,Channa Dal Curry & Bajra Roti + Pomegranate,530,83,18,11,Egg Podimas & Jeera Rice + Spinach Salad,550,80,28,14
